,sample,row,column,WellID,donor,stimulus,LPS (ng/mL),ConA (ug/mL),PolyIC (ug/mL),PMA (ng/mL),ionomicyn (ng/mL),nELISA ID,nELISA SNR,UniProt,SampleID,SampleType,PlateID,DataAnalysisRefID,OlinkID,Assay,AssayType,Panel,Block,Count,ExtNPX,NPX,Normalization,PCNormalizedNPX,AssayQC,SampleQC,ExploreVersion,IntraCV,InterCV,SampleBlockQCWarn,SampleBlockQCFail,BlockQCFail,AssayQCWarn,NCLOD
10922,11,A,11,A11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,128.3399,P01584,A11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,425567.0,6.751389980316162,9.641440391540527,Plate control,9.641440391540527,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10923,13,B,1,B1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.701101,P01584,B1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,788.0,-4.615606307983398,-1.7255553007125854,Plate control,-1.7255553007125854,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10924,14,B,2,B2,D2,ConA,0.0,0.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,3.245708,P01584,B2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,2947.0,-2.5153439044952393,0.37470701336860657,Plate control,0.37470701336860657,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10925,15,B,3,B3,D2,ConA,0.0,2.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,79.27173,P01584,B3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,51910.0,3.3202614784240723,6.210312366485596,Plate control,6.210312366485596,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10926,16,B,4,B4,D2,ConA,0.0,12.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,141.9154,P01584,B4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,363666.0,7.309863090515137,10.19991397857666,Plate control,10.19991397857666,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10927,17,B,5,B5,D2,ConA,0.0,25.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,137.1355,P01584,B5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,212700.0,6.32070779800415,9.210759162902832,Plate control,9.210759162902832,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10928,18,B,6,B6,D1,ConA,0.0,12.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,140.8259,P01584,B6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,259234.0,6.863009452819824,9.753060340881348,Plate control,9.753060340881348,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10929,19,B,7,B7,D2,LPS,0.1,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,154.5877,P01584,B7,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,607860.0,7.868528842926025,10.758580207824707,Plate control,10.758580207824707,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10930,20,B,8,B8,D2,LPS,5.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,157.582,P01584,B8,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,495890.0,8.675296783447266,11.565347671508789,Plate control,11.565347671508789,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10931,21,B,9,B9,D2,LPS,100.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,160.7947,P01584,B9,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,557327.0,,,Plate control,,PASS,FAIL,7.2.1,,,1.0,8.0,1.0,1.0,0.2
10932,22,B,10,B10,D2,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,158.7777,P01584,B10,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,725432.0,8.665964126586914,11.556015968322754,Plate control,11.556015968322754,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10933,23,B,11,B11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,158.2747,P01584,B11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,775006.0,8.762948036193848,11.652998924255371,Plate control,11.652998924255371,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10934,25,C,1,C1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.459623,P01584,C1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,688.0,-5.124602317810059,-2.234551191329956,Plate control,-2.234551191329956,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10935,26,C,2,C2,D3,ConA,0.0,0.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,0.5422717,P01584,C2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1625.0,-2.9953315258026123,-0.10528042912483215,Plate control,-0.10528042912483215,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10936,27,C,3,C3,D3,ConA,0.0,2.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,60.09891,P01584,C3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,23067.0,2.3276937007904053,5.217744827270508,Plate control,5.217744827270508,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10937,28,C,4,C4,D3,ConA,0.0,12.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,121.7342,P01584,C4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,150702.0,5.918250560760498,8.80830192565918,Plate control,8.80830192565918,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10938,29,C,5,C5,D3,ConA,0.0,25.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,135.7407,P01584,C5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,223655.0,6.926994323730469,9.817045211791992,Plate control,9.817045211791992,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10939,30,C,6,C6,D1,ConA,0.0,12.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,125.5184,P01584,C6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,195967.0,6.335292816162109,9.225343704223633,Plate control,9.225343704223633,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10940,31,C,7,C7,D3,LPS,0.1,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,135.2402,P01584,C7,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,410117.0,6.602306842803955,9.492358207702637,Plate control,9.492358207702637,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10941,32,C,8,C8,D3,LPS,5.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,151.0788,P01584,C8,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,493389.0,7.374662399291992,10.264713287353516,Plate control,10.264713287353516,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10942,33,C,9,C9,D3,LPS,100.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,151.1915,P01584,C9,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,564223.0,7.596130847930908,10.48618221282959,Plate control,10.48618221282959,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10943,34,C,10,C10,D3,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,155.0528,P01584,C10,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,626109.0,7.9256978034973145,10.81574821472168,Plate control,10.81574821472168,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10944,35,C,11,C11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,153.5652,P01584,C11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,634812.0,7.944492816925049,10.83454418182373,Plate control,10.83454418182373,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10945,37,D,1,D1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.133552,P01584,D1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,571.0,-4.614555358886719,-1.7245041131973267,Plate control,-1.7245041131973267,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10946,38,D,2,D2,D4,ConA,0.0,0.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,1.905018,P01584,D2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1695.0,-2.6860294342041016,0.20402158796787262,Plate control,0.20402158796787262,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10947,39,D,3,D3,D4,ConA,0.0,2.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,81.65921,P01584,D3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,40247.0,3.0813639163970947,5.971415042877197,Plate control,5.971415042877197,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10948,40,D,4,D4,D4,ConA,0.0,12.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,129.8104,P01584,D4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,198466.0,6.158701419830322,9.048752784729004,Plate control,9.048752784729004,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10949,41,D,5,D5,D4,ConA,0.0,25.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,141.9218,P01584,D5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,264325.0,7.14931583404541,10.039366722106934,Plate control,10.039366722106934,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10950,42,D,6,D6,D1,ConA,0.0,12.5,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,114.9424,P01584,D6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,140918.0,5.4342827796936035,8.324334144592285,Plate control,8.324334144592285,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10951,43,D,7,D7,D4,LPS,0.1,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,117.2641,P01584,D7,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,322764.0,5.514258861541748,8.40431022644043,Plate control,8.40431022644043,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10952,44,D,8,D8,D4,LPS,5.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,154.0209,P01584,D8,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,536648.0,7.8327178955078125,10.722768783569336,Plate control,10.722768783569336,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10953,45,D,9,D9,D4,LPS,100.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,156.4163,P01584,D9,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,753268.0,8.005134582519531,10.895185470581055,Plate control,10.895185470581055,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10954,46,D,10,D10,D4,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,158.9175,P01584,D10,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,627419.0,8.421442031860352,11.311492919921875,Plate control,11.311492919921875,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10955,47,D,11,D11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,155.3449,P01584,D11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,555380.0,8.54201889038086,11.432069778442383,Plate control,11.432069778442383,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10956,49,E,1,E1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.584946,P01584,E1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,597.0,-5.015921592712402,-2.125870704650879,Plate control,-2.125870704650879,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10957,50,E,2,E2,D1,PolyIC,0.0,0.0,0.4,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-0.671877,P01584,E2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,987.0,-4.254681587219238,-1.3646305799484253,Plate control,-1.3646305799484253,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10958,51,E,3,E3,D1,PolyIC,0.0,0.0,2.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-1.586483,P01584,E3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,577.0,-5.007248401641846,-2.117197275161743,Plate control,-2.117197275161743,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10959,52,E,4,E4,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-3.588095,P01584,E4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,485.0,-5.200178146362305,-2.310127019882202,Plate control,-2.310127019882202,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10960,53,E,5,E5,D1,PolyIC,0.0,0.0,100.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-1.192456,P01584,E5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,441.0,-5.479660987854004,-2.5896100997924805,Plate control,-2.5896100997924805,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10961,54,E,6,E6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.828679,P01584,E6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,736.0,-4.616549015045166,-1.7264978885650635,Plate control,-1.7264978885650635,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10962,55,E,7,E7,D1,PMAi,0.0,0.0,0.0,0.1,10.0,85.2 - IL-1 beta - nEL xDR - 1154,-3.113863,P01584,E7,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,653.0,-4.644386291503906,-1.7543352842330933,Plate control,-1.7543352842330933,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10963,56,E,8,E8,D1,PMAi,0.0,0.0,0.0,0.5,50.0,85.2 - IL-1 beta - nEL xDR - 1154,46.32016,P01584,E8,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,22575.0,1.2650680541992188,4.155118942260742,Plate control,4.155118942260742,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10964,57,E,9,E9,D1,PMAi,0.0,0.0,0.0,1.0,100.0,85.2 - IL-1 beta - nEL xDR - 1154,42.69961,P01584,E9,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,9552.0,1.2107094526290894,4.100760459899902,Plate control,4.100760459899902,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10965,58,E,10,E10,D1,PMAi,0.0,0.0,0.0,5.0,500.0,85.2 - IL-1 beta - nEL xDR - 1154,12.24397,P01584,E10,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,5410.0,,,Plate control,,PASS,FAIL,7.2.1,,,1.0,8.0,1.0,1.0,0.2
10966,59,E,11,E11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,85.2 - IL-1 beta - nEL xDR - 1154,21.89494,P01584,E11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1020.0,,,Plate control,,PASS,FAIL,7.2.1,,,1.0,8.0,1.0,1.0,0.2
10967,61,F,1,F1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.2856,P01584,F1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,445.0,-5.116443157196045,-2.2263922691345215,Plate control,-2.2263922691345215,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10968,62,F,2,F2,D2,PolyIC,0.0,0.0,0.4,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,3.30456,P01584,F2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,2645.0,-2.6855523586273193,0.20449869334697723,Plate control,0.20449869334697723,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10969,63,F,3,F3,D2,PolyIC,0.0,0.0,2.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-2.076135,P01584,F3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1391.0,-3.7757480144500732,-0.8856971263885498,Plate control,-0.8856971263885498,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10970,64,F,4,F4,D2,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,18.521,P01584,F4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,8557.0,-0.7361898422241211,2.1538612842559814,Plate control,2.1538612842559814,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10971,65,F,5,F5,D2,PolyIC,0.0,0.0,100.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,113.392,P01584,F5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,184556.0,5.361842155456543,8.251893043518066,Plate control,8.251893043518066,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10972,66,F,6,F6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,19.62145,P01584,F6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,11191.0,-0.3330492079257965,2.557001829147339,Plate control,2.557001829147339,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10973,67,F,7,F7,D2,PMAi,0.0,0.0,0.0,0.1,10.0,85.2 - IL-1 beta - nEL xDR - 1154,-3.717642,P01584,F7,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,644.0,-4.910694122314453,-2.0206429958343506,Plate control,-2.0206429958343506,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10974,68,F,8,F8,D2,PMAi,0.0,0.0,0.0,0.5,50.0,85.2 - IL-1 beta - nEL xDR - 1154,136.0303,P01584,F8,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,412507.0,6.4321699142456055,9.322220802307129,Plate control,9.322220802307129,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10975,69,F,9,F9,D2,PMAi,0.0,0.0,0.0,1.0,100.0,85.2 - IL-1 beta - nEL xDR - 1154,88.65712,P01584,F9,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,97664.0,3.66996431350708,6.5600152015686035,Plate control,6.5600152015686035,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10976,70,F,10,F10,D2,PMAi,0.0,0.0,0.0,5.0,500.0,85.2 - IL-1 beta - nEL xDR - 1154,145.5176,P01584,F10,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,341222.0,7.508445739746094,10.398496627807617,Plate control,10.398496627807617,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10977,71,F,11,F11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,85.2 - IL-1 beta - nEL xDR - 1154,143.2369,P01584,F11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,268925.0,,,Plate control,,PASS,FAIL,7.2.1,,,1.0,8.0,1.0,1.0,0.2
10978,73,G,1,G1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-1.291612,P01584,G1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,291.0,-5.994567394256592,-3.1045162677764893,Plate control,-3.1045162677764893,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10979,74,G,2,G2,D3,PolyIC,0.0,0.0,0.4,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,0.8243479,P01584,G2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,2252.0,-3.315958023071289,-0.4259068965911865,Plate control,-0.4259068965911865,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10980,75,G,3,G3,D3,PolyIC,0.0,0.0,2.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,0.4031701,P01584,G3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1894.0,-3.3910837173461914,-0.5010326504707336,Plate control,-0.5010326504707336,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10981,76,G,4,G4,D3,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,22.12935,P01584,G4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,11894.0,-0.33472850918769836,2.5553224086761475,Plate control,2.5553224086761475,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10982,77,G,5,G5,D3,PolyIC,0.0,0.0,100.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,68.91697,P01584,G5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,49909.0,2.4761199951171875,5.366170883178711,Plate control,5.366170883178711,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10983,78,G,6,G6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,19.38242,P01584,G6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,8108.0,-0.9514155387878418,1.9386354684829712,Plate control,1.9386354684829712,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10984,79,G,7,G7,D3,PMAi,0.0,0.0,0.0,0.1,10.0,85.2 - IL-1 beta - nEL xDR - 1154,0.1166593,P01584,G7,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1433.0,-3.381779909133911,-0.49172890186309814,Plate control,-0.49172890186309814,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10985,80,G,8,G8,D3,PMAi,0.0,0.0,0.0,0.5,50.0,85.2 - IL-1 beta - nEL xDR - 1154,14.20585,P01584,G8,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,6196.0,-0.9027244448661804,1.9873265027999878,Plate control,1.9873265027999878,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10986,81,G,9,G9,D3,PMAi,0.0,0.0,0.0,1.0,100.0,85.2 - IL-1 beta - nEL xDR - 1154,57.83363,P01584,G9,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,19035.0,2.14088773727417,5.030938625335693,Plate control,5.030938625335693,PASS,WARN,7.2.1,,,4.0,1.0,1.0,1.0,0.2
10987,82,G,10,G10,D3,PMAi,0.0,0.0,0.0,5.0,500.0,85.2 - IL-1 beta - nEL xDR - 1154,48.94386,P01584,G10,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,4339.0,,,Plate control,,PASS,FAIL,7.2.1,,,1.0,8.0,1.0,1.0,0.2
10988,83,G,11,G11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,85.2 - IL-1 beta - nEL xDR - 1154,46.21607,P01584,G11,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,4034.0,,,Plate control,,PASS,FAIL,7.2.1,,,1.0,8.0,1.0,1.0,0.2
10989,85,H,1,H1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,-0.288339,P01584,H1,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,866.0,-4.307277202606201,-1.4172260761260986,Plate control,-1.4172260761260986,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10990,86,H,2,H2,D4,PolyIC,0.0,0.0,0.4,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,3.729515,P01584,H2,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,1978.0,-3.033879518508911,-0.14382846653461456,Plate control,-0.14382846653461456,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10991,87,H,3,H3,D4,PolyIC,0.0,0.0,2.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,10.22275,P01584,H3,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,5657.0,-1.4992413520812988,1.3908096551895142,Plate control,1.3908096551895142,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10992,88,H,4,H4,D4,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,53.73605,P01584,H4,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,44990.0,1.842376947402954,4.732428073883057,Plate control,4.732428073883057,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10993,89,H,5,H5,D4,PolyIC,0.0,0.0,100.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,21.23915,P01584,H5,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,7603.0,-0.6942521929740906,2.195798873901367,Plate control,2.195798873901367,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
10994,90,H,6,H6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,85.2 - IL-1 beta - nEL xDR - 1154,1.775168,P01584,H6,SAMPLE,Nomic_07022025,E50008,OID20427,IL1B,assay,Inflammation,A,2748.0,-2.5190811157226562,0.37096989154815674,Plate control,0.37096989154815674,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
